INFO --- old_NTR_16_NNODI_9_Adv2_16x250       - Samples = 16       - Reads per sample = 250
' Sample(sample={0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0, 15: 0, 16: 0, 17: 0, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 0, 24: 0, 25: 1, 26: 0, 27: 1, 28: 0, 29: 1, 30: 0, 31: 1, 32: 1, 33: 1, 34: 1, 35: 0, 36: 0, 37: 1, 38: 1, 39: 0, 40: 1, 41: 1, 42: 1, 43: 0, 44: 1, 45: 0, 46: 0, 47: 1, 48: 0, 49: 1, 50: 0, 51: 1, 52: 1, 53: 0, 54: 0, 55: 0, 56: 1, 57: 0, 58: 0, 59: 0, 60: 1, 61: 0, 62: 0, 63: 1, 64: 0, 65: 1, 66: 1, 67: 0, 68: 0, 69: 1, 70: 0, 71: 0, 72: 1, 73: 0, 74: 1, 75: 1, 76: 1, 77: 0}, energy=-23839.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 0, 16: 1, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 1, 24: 1, 25: 1, 26: 0, 27: 1, 28: 1, 29: 0, 30: 0, 31: 1, 32: 0, 33: 1, 34: 1, 35: 0, 36: 0, 37: 1, 38: 1, 39: 0, 40: 0, 41: 1, 42: 0, 43: 1, 44: 0, 45: 1, 46: 0, 47: 1, 48: 0, 49: 1, 50: 1, 51: 0, 52: 1, 53: 0, 54: 1, 55: 0, 56: 0, 57: 0, 58: 1, 59: 1, 60: 1, 61: 0, 62: 1, 63: 0, 64: 0, 65: 0, 66: 1, 67: 1, 68: 0, 69: 0, 70: 0, 71: 0, 72: 1, 73: 1, 74: 0, 75: 0, 76: 0, 77: 0}, energy=-23627.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 0, 16: 1, 17: 0, 18: 0, 19: 1, 20: 0, 21: 1, 22: 0, 23: 0, 24: 1, 25: 1, 26: 0, 27: 1, 28: 0, 29: 0, 30: 1, 31: 1, 32: 0, 33: 1, 34: 0, 35: 1, 36: 0, 37: 0, 38: 0, 39: 1, 40: 0, 41: 0, 42: 0, 43: 1, 44: 0, 45: 1, 46: 1, 47: 1, 48: 1, 49: 0, 50: 1, 51: 0, 52: 1, 53: 0, 54: 0, 55: 1, 56: 0, 57: 0, 58: 1, 59: 0, 60: 0, 61: 1, 62: 1, 63: 1, 64: 0, 65: 0, 66: 0, 67: 0, 68: 0, 69: 1, 70: 0, 71: 1, 72: 1, 73: 1, 74: 0, 75: 1, 76: 0, 77: 0}, energy=-23390.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 0, 16: 0, 17: 1, 18: 1, 19: 1, 20: 1, 21: 0, 22: 1, 23: 0, 24: 0, 25: 0, 26: 0, 27: 1, 28: 0, 29: 1, 30: 1, 31: 0, 32: 0, 33: 1, 34: 0, 35: 0, 36: 0, 37: 0, 38: 1, 39: 0, 40: 1, 41: 1, 42: 1, 43: 0, 44: 0, 45: 1, 46: 0, 47: 1, 48: 0, 49: 0, 50: 1, 51: 0, 52: 1, 53: 1, 54: 0, 55: 0, 56: 0, 57: 0, 58: 0, 59: 0, 60: 0, 61: 1, 62: 1, 63: 0, 64: 0, 65: 1, 66: 1, 67: 0, 68: 0, 69: 0, 70: 1, 71: 0, 72: 1, 73: 0, 74: 0, 75: 0, 76: 0, 77: 1}, energy=-23354.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 1, 24: 0, 25: 0, 26: 0, 27: 1, 28: 1, 29: 1, 30: 1, 31: 0, 32: 0, 33: 1, 34: 0, 35: 0, 36: 0, 37: 1, 38: 1, 39: 0, 40: 1, 41: 0, 42: 0, 43: 1, 44: 0, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 0, 52: 0, 53: 0, 54: 0, 55: 1, 56: 0, 57: 0, 58: 1, 59: 1, 60: 1, 61: 0, 62: 1, 63: 1, 64: 1, 65: 0, 66: 1, 67: 1, 68: 0, 69: 1, 70: 1, 71: 0, 72: 0, 73: 0, 74: 1, 75: 0, 76: 1, 77: 1}, energy=-23354.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 1, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 1, 15: 0, 16: 0, 17: 0, 18: 1, 19: 1, 20: 0, 21: 0, 22: 0, 23: 1, 24: 1, 25: 0, 26: 1, 27: 0, 28: 0, 29: 1, 30: 1, 31: 0, 32: 0, 33: 1, 34: 1, 35: 0, 36: 0, 37: 1, 38: 0, 39: 0, 40: 0, 41: 1, 42: 0, 43: 1, 44: 1, 45: 1, 46: 0, 47: 1, 48: 1, 49: 0, 50: 1, 51: 0, 52: 1, 53: 0, 54: 1, 55: 0, 56: 0, 57: 1, 58: 0, 59: 1, 60: 1, 61: 0, 62: 1, 63: 0, 64: 0, 65: 1, 66: 0, 67: 0, 68: 1, 69: 0, 70: 0, 71: 0, 72: 1, 73: 0, 74: 0, 75: 0, 76: 0, 77: 0}, energy=-23221.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 1, 13: 1, 14: 1, 15: 0, 16: 1, 17: 0, 18: 0, 19: 1, 20: 1, 21: 0, 22: 0, 23: 0, 24: 0, 25: 1, 26: 0, 27: 1, 28: 1, 29: 0, 30: 1, 31: 1, 32: 0, 33: 0, 34: 1, 35: 0, 36: 0, 37: 0, 38: 0, 39: 1, 40: 0, 41: 1, 42: 0, 43: 0, 44: 1, 45: 0, 46: 1, 47: 1, 48: 0, 49: 0, 50: 0, 51: 1, 52: 0, 53: 1, 54: 0, 55: 0, 56: 0, 57: 0, 58: 0, 59: 0, 60: 1, 61: 0, 62: 1, 63: 0, 64: 1, 65: 0, 66: 1, 67: 0, 68: 1, 69: 0, 70: 0, 71: 0, 72: 1, 73: 0, 74: 0, 75: 0, 76: 1, 77: 0}, energy=-23138.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 1, 13: 0, 14: 1, 15: 0, 16: 0, 17: 0, 18: 1, 19: 1, 20: 1, 21: 1, 22: 0, 23: 1, 24: 0, 25: 1, 26: 0, 27: 1, 28: 0, 29: 1, 30: 1, 31: 0, 32: 0, 33: 1, 34: 0, 35: 0, 36: 0, 37: 0, 38: 1, 39: 0, 40: 0, 41: 0, 42: 1, 43: 0, 44: 0, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 0, 52: 0, 53: 0, 54: 0, 55: 0, 56: 1, 57: 0, 58: 1, 59: 0, 60: 1, 61: 0, 62: 1, 63: 0, 64: 1, 65: 0, 66: 0, 67: 1, 68: 0, 69: 0, 70: 1, 71: 0, 72: 1, 73: 0, 74: 0, 75: 1, 76: 1, 77: 1}, energy=-23114.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1, 11: 0, 12: 0, 13: 1, 14: 1, 15: 0, 16: 0, 17: 0, 18: 1, 19: 1, 20: 1, 21: 1, 22: 0, 23: 0, 24: 0, 25: 1, 26: 1, 27: 0, 28: 0, 29: 1, 30: 1, 31: 0, 32: 0, 33: 0, 34: 1, 35: 1, 36: 0, 37: 1, 38: 0, 39: 0, 40: 0, 41: 1, 42: 0, 43: 1, 44: 1, 45: 0, 46: 1, 47: 1, 48: 0, 49: 0, 50: 0, 51: 1, 52: 1, 53: 0, 54: 1, 55: 0, 56: 0, 57: 1, 58: 0, 59: 1, 60: 1, 61: 0, 62: 1, 63: 1, 64: 1, 65: 0, 66: 1, 67: 0, 68: 0, 69: 1, 70: 1, 71: 1, 72: 0, 73: 0, 74: 0, 75: 0, 76: 0, 77: 0}, energy=-23096.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1, 11: 0, 12: 1, 13: 1, 14: 0, 15: 0, 16: 1, 17: 0, 18: 1, 19: 1, 20: 1, 21: 0, 22: 1, 23: 1, 24: 0, 25: 1, 26: 0, 27: 1, 28: 0, 29: 0, 30: 0, 31: 1, 32: 0, 33: 1, 34: 1, 35: 0, 36: 0, 37: 1, 38: 0, 39: 0, 40: 1, 41: 0, 42: 1, 43: 0, 44: 0, 45: 1, 46: 0, 47: 0, 48: 0, 49: 0, 50: 1, 51: 0, 52: 0, 53: 1, 54: 0, 55: 0, 56: 0, 57: 0, 58: 0, 59: 1, 60: 0, 61: 0, 62: 1, 63: 0, 64: 0, 65: 0, 66: 1, 67: 0, 68: 0, 69: 1, 70: 1, 71: 0, 72: 0, 73: 0, 74: 1, 75: 0, 76: 0, 77: 0}, energy=-23081.0, num_occurrences=1) ', 
' Sample(sample={0: 0, 1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1, 15: 1, 16: 1, 17: 0, 18: 0, 19: 1, 20: 1, 21: 0, 22: 1, 23: 0, 24: 0, 25: 0, 26: 0, 27: 1, 28: 0, 29: 0, 30: 0, 31: 0, 32: 1, 33: 1, 34: 1, 35: 0, 36: 0, 37: 1, 38: 0, 39: 1, 40: 1, 41: 1, 42: 1, 43: 0, 44: 1, 45: 1, 46: 1, 47: 1, 48: 0, 49: 1, 50: 1, 51: 1, 52: 1, 53: 0, 54: 1, 55: 0, 56: 1, 57: 1, 58: 1, 59: 0, 60: 0, 61: 1, 62: 1, 63: 1, 64: 1, 65: 0, 66: 1, 67: 0, 68: 0, 69: 1, 70: 0, 71: 1, 72: 0, 73: 0, 74: 0, 75: 1, 76: 0, 77: 0}, energy=-22984.0, num_occurrences=1) ', 
